ID do comentário,ID do canal,Carimbo de data/hora em que o comentário foi criado,Preço,ID do comentário principal,ID do vídeo,Texto do comentário,ID do comentário de nível superior
Ugzx8GYA8ND85V0RE4F4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2024-06-10T00:25:05.091605+00:00,0,,5T716ZAgs9Y,"{""text"":""Que o Senhor me ajude na minha área sentimental 🙌🙏""}",
UgzHjmg_uFLWyG11f1J4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2024-06-10T00:13:45.005708+00:00,0,,5T716ZAgs9Y,"{""text"":""Eu, Guilherme, serei muito feliz!!!""}",
Ugy3_nMWXBGFCvzCZYd4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2024-06-06T00:49:15.05783+00:00,0,,AkQDvi7xjsM,"{""text"":""Guilherme: A minha VIDA é uma benção 🙌🙏""}",
Ugwiav0yDytAitNI52d4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2024-06-03T23:37:31.003244+00:00,0,,tjjPO95uZJw,"{""text"":""Guilherme: Deus me dará mãos abençoadas, família protegida e bênçãos multiplicadas 🙌🙏""}",
UgywXb2aylOioNi9pgF4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2024-05-23T09:49:45.308399+00:00,0,,FbICUXgs7R8,"{""text"":""Guilherme: Que todas as muralhas da minha vida espiritual caiam por terra 🙏🏻🙌🏻""}",
UgyHeGfGW46fU4OfI4h4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2024-05-23T09:48:21.223058+00:00,0,,FbICUXgs7R8,"{""text"":""Guilherme: O Senhor é o meu pastor, e nada me faltará 🙏🏻🙏🏻""}",
UgzLJm0jvMCDZuzaZ6d4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2024-05-14T23:51:10.768857+00:00,0,,pNSRF4rf508,"{""text"":""Guilherme: Deus está me sustentando 🙌🙏""}",
UgzFohc-aUMZqo49Zp94AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2024-05-14T09:23:02.816113+00:00,0,,ePIhRVQgqdI,"{""text"":""Guilherme: Deus me dará muitos anos de vida 🙌🏻🙏🏻""}",
UgypEoAneD10Y3EZmH54AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2024-05-06T23:27:48.948129+00:00,0,,U7KRqJNWA_0,"{""text"":""Que o Senhor Jesus venha abençoar o meu pai Maycon, que está se estressando muito no trabalho e precisa de paz!!!""}",
UgwYmGyvLCK1QwmXIfF4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2024-05-06T23:16:05.356435+00:00,0,,U7KRqJNWA_0,"{""text"":""Guilherme: eu vou me levantar 🙌🙏""}",
UgxmcHRBvCcrQt1_7ax4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2024-05-05T23:27:37.138689+00:00,0,,RE0T1D48SJk,"{""text"":""Guilherme: Pai, eu sou teu filho 🙌🙏""}",
UgwyuoGlUdTywvtoDxF4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2024-04-28T23:15:53.659782+00:00,0,,ACMNcf74vRM,"{""text"":""Guilherme: Senhor, abençoe a minha semana 🙌🙏""}",
UgywQS6t8N9J4M5dro14AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2024-04-26T00:40:16.179233+00:00,0,,z1oyUt2dIGc,"{""text"":""Guilherme: Na minha vida, a porta que Deus abrir, niguém poderá fechar 🙌🙏""}",
Ugwe5R5ZMt91MFURV2d4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2024-04-24T23:41:22.914238+00:00,0,,kcjN-jCw9qI,"{""text"":""Senhor, segura em minhas mãos 🙌🙏""}",
UgzPGjQxEbtwg7avdMx4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2024-03-17T03:02:04.092694+00:00,0,,NbOz7cMSEc4,"{""text"":""Guilherme: Senhor livra-me dos perigos escondidos no caminho 🙌🙏""}",
Ugz3YTq7Q4wqIvnoMfF4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2024-03-17T02:36:59.068344+00:00,0,,R--ibON5pWM,"{""text"":""Guilherme: Senhor, retire toda a inquietação e toda a ansiedade do meu coração 🙌🙏""}",
Ugy-ACgtFnz8p_odBSl4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2024-03-10T12:08:25.482484+00:00,0,,ReKuDYl63Ts,"{""text"":""Guilherme: Eu viverei o sobrenatural de Deus! 🙏🙌""}",
UgzbQ_VDB6Kwq4KRqdd4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2024-01-12T02:37:29.828172+00:00,0,,X0D5Nif47OI,"{""text"":""Guilherme: que Deus abençõe o Miguel, a Helena e a Marina 🙌🙏""}",
Ugy5g2taKlpvT9eY68d4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2024-01-12T02:33:45.724578+00:00,0,,X0D5Nif47OI,"{""text"":""Guilherme: a benção de Deus está sobre a minha vida 🙏🙌""}",
Ugw-KX1HCgJF6gA8Qvp4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2024-01-10T02:45:25.424674+00:00,0,,kSro2wLVaO8,"{""text"":""Guilherme: Senhor, abençoe todos aqueles a quem eu amo 🙌🙏""}",
UgwNLldvrEjh7Bp21dJ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2024-01-05T02:29:09.193244+00:00,0,,AbBu5kTxlM4,"{""text"":""Guilherme: Eu sou guiado pelo Espírito Santo 🙏🙌""}",
UgwMlWgGaRmSRM0dHQF4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-12-30T01:44:08.201624+00:00,0,,WAe4Ud44IlA,"{""text"":""Guilherme: Senhor, obrigado por tudo! 🙌🙏""}",
UgysugN6ubsOezdB8VZ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-12-29T14:50:30.307455+00:00,0,,z3SVClDpO5U,"{""text"":""Guilherme: Que Deus me perdoe pelos meus pecados e me abençoe""}",
UgxPvrMuDQtaVb_4PB94AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-12-28T02:33:08.180069+00:00,0,,Qp6idapLXYY,"{""text"":""Guilherme: Deus abrirá os meus olhos 🙏🙌""}",
Ugx7YJXc3JlBbZEfvaB4AaABAg.9yXDvZl0Goy9ybIp3-OXoJ,UCDBnBJ2_rN3m97D1RNJju4Q,2023-12-22T01:48:31.943686+00:00,0,Ugx7YJXc3JlBbZEfvaB4AaABAg.9yXDvZl0Goy9yXFAuPyN0v,VUaFDV_hF_0,"{""text"":""@polianasoares9183"",""mention"":{""externalChannelId"":""UCZAMXPzZZXQXVVGXYHfMkSg""}},{""text"":"" Amém!""}",Ugx7YJXc3JlBbZEfvaB4AaABAg
Ugx7YJXc3JlBbZEfvaB4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-12-20T02:29:31.793311+00:00,0,,VUaFDV_hF_0,"{""text"":""Guilherme: Que Deus restaure a minha área espiritual! Acabei me afastando de Deus, mas tô de volta 🙏🙌""}",
UgwxuHgmVDfuXIN_Fzx4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-12-08T14:20:06.863949+00:00,0,,xcGFzX7Il10,"{""text"":""Guilherme: o meu dia hoje será uma benção 🙏🙌""}",
Ugw_ZGVw8Zc3hW1BD9x4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-12-01T01:56:56.849525+00:00,0,,IS30S6kueq8,"{""text"":""Guilherme: A minha vida é uma benção 🙏🙏""}",
Ugy6L5iJUDnAhZ107294AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-11-30T02:29:53.665485+00:00,0,,e2NjjzyF4Aw,"{""text"":""Guilherme: Eu não vou desistir 🙏🙏🙏""}",
UgyrCJXJ6M-Yp2b0wNJ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-11-25T13:55:14.829036+00:00,0,,3zEl_ueBXzI,"{""text"":""Guilherme: Tudo posso naquele que me fortalece 🙏🙌👐""}",
UgwAPAXWPXBtAJdTj1t4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-11-23T02:26:15.864343+00:00,0,,AAR63wzFQ-M,"{""text"":""Guilherme: Peço a Deus que ajude na minha área física, para que eu seja curado 🙏🙌""}",
Ugz2uOlyvtKubst_mMN4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-11-21T02:14:03.831193+00:00,0,, -Er9SsvSoDw,"{""text"":""Guilherme: eu creio na resposta de Deus para a minha vida 🙏🙌🙏🙌""}",
UgzN54c-ODYF4mafAyd4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-11-18T02:10:43.829369+00:00,0,,mYHdK-MNRgA,"{""text"":""Guilherme: Na minha casa, haverá paz, proteção e prosperidade 🙏🙌🙏🙌""}",
Ugw4Kxat-yj6xUQiy7B4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-11-17T02:24:31.461284+00:00,0,,XfSKoowckIc,"{""text"":""Guilherme: A proteção e a prosperidade de Deus estão sobre a minha casa ❤🙏🙌""}",
Ugwug_w0ekNr13BAFwh4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-11-16T02:34:48.508761+00:00,0,,k3HqCHa_1qI,"{""text"":""Guilherme: A proteção e a prosperidade estão sobre a minha casa 🙌🏻🙏🏻🙌🏻🙏🏻""}",
UgyXJt1mWy5cGJyH2nB4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-11-14T01:07:34.518452+00:00,0,,wdzoBOurzc0,"{""text"":""Guilherme: Deus, peço ao Senhor que venha abençoar a minha vida espiritual, pois acabei pecando nesses últimos dias 🙏🙏🙌""}",
Ugwm2ffmdKrxWbUOUK54AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-11-13T02:01:58.25596+00:00,0,,Hy72x0U-mjU,"{""text"":""Deus, peço que o Senhor venha me perdoar pelos meus pecados desses últimos dias e abençoe a minha área espiritual 🙏🙏""}",
UgzJuAHWpnZMXbJNeSp4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-11-10T02:49:36.930532+00:00,0,,pyXkMUmcj4Y,"{""text"":""Guilherme: Senhor, livra-me de toda a inveja 🙏🙌""}",
UgwQi1TuK_clU1Jf3oV4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-11-09T02:00:23.155859+00:00,0,,3LqAZUWqTyE,"{""text"":""Guilherme: Espírito Santo, retira dos meus caminhos todas as pedras de tropeço 🙏🙌""}",
UgzHhk1JBE5DCGamwA14AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-11-08T02:06:46.967046+00:00,0,,oykM-EnWdMs,"{""text"":""Guilherme: O Senhor é o meu pastor, e nada me faltará 🙏🙌""}",
UgwIMHlpaezWxelYlhF4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-11-08T02:06:22.537192+00:00,0,,oykM-EnWdMs,"{""text"":""Guilherme: eu serei muito feliz na minha vida sentimental 🙏🙌""}",
Ugz2FNJqE28vCOiG8oR4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-10-30T17:14:12.084616+00:00,0,,GxhoU7yMOzY,"{""text"":""Manda salve Craque Neto! Acompanho seu canal todos os dias""}",
Ugx4lQD0T10CTHbzP4B4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-10-30T01:25:24.278553+00:00,0,,YCazkzGKX6A,"{""text"":""Guilherme: eu estou guardado por Deus 🙏🙌""}",
Ugy1mlp7sB6faygPZuJ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-10-27T02:51:01.069391+00:00,0,,r-fUYdanI84,"{""text"":""Guilherme: eu recebo os livramentos de Deus 🙏🙌""}",
UgzI4krn5UdILnWeGlx4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-10-26T01:22:52.689208+00:00,0,,5jfJIkgreMk,"{""text"":""Guilherme: a luz de Deus na minha vida, é maior do que qualquer perseguição 🙏🙌""}",
UgywOy6t6lS8s5caehx4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-10-25T01:24:39.935221+00:00,0,,Q31dznR4gyQ,"{""text"":""Guilherme: Senhor, renova as minhas forças 🙏🙌""}",
Ugy1FZ5X26g637JNpYR4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-10-23T02:20:25.615544+00:00,0,,4VjoxNxUVW8,"{""text"":""Guilherme: o meu cálice vai transbordar 🙏🙌""}",
Ugzzk05oyLBE9G19lah4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-10-20T02:37:01.9094+00:00,0,,vztolwdmZaU,"{""text"":""Guilherme: eu viverei a dupla honra de Deus 🙏🙌""}",
UgyQf-MagAETaUSFoK54AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-10-19T01:14:53.484354+00:00,0,,UPmLYXwJ5ts,"{""text"":""Guilherme: Senhor, eu confio em ti 🙏🙌""}",
Ugw04baP_W2oX_rPH6R4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-10-18T01:54:21.575347+00:00,0,,3JM4gnMnJeg,"{""text"":""Guilherme: Senhor, me visita nessa noite 🙏🙌""}",
UgzDx1KHm-BVcjKlNER4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-10-16T00:05:09.273468+00:00,0,,U3skHodjdnc,"{""text"":""Guilherme: essa semana, para a minha vida, será uma benção 🙏🙏""}",
Ugx9PihvFxNj8-o-dMF4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-10-15T14:13:22.725391+00:00,0,,-7PWqT_Ge4Q,"{""text"":""Guilherme: peço a Deus que abençoe meus pais na viagem que eles farão 🙏🙌""}",
Ugyp6z0nLzRUnZ5dyl54AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-10-14T14:39:18.802063+00:00,0,,MqGvhFrHJHY,"{""text"":""Guilherme 🙏🙌""}",
UgxtNtbzMYIrnlbbZCl4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-10-14T02:39:14.632777+00:00,0,,7LsQjAQ1zH4,"{""text"":""Guilherme: Senhor, me guarda de tudo aquilo que os meus olhos não podem ver 🙏🙌""}",
UgyBdlcpz-9RL8D8xZB4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-10-13T14:35:54.252479+00:00,0,,Mpl88fToLS8,"{""text"":""Guilherme: as minhas orações serão respondidas 🙏🙌""}",
UgwMR8VkvK1BGDG8nHB4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-10-11T02:09:01.686172+00:00,0,,bdcYLIy3nDI,"{""text"":""Guilherme: peço a Deus que abençoe a minha área sentimental 🙏🙌""}",
UgzJ60gTNSagiM1e_aJ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-10-10T01:17:56.959961+00:00,0,,hEisvVrBa3Y,"{""text"":""Guilherme: Senhor, toma a frente da minha vida 🙏🙏🙏""}",
UgwgN5Y3w-Fb73DX3UZ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-10-09T01:30:11.181224+00:00,0,,Wp4Kthbc_3U,"{""text"":""Guilherme: peço a Deus que abençoe a minha área espiritual 🙏🙌""}",
UgygdJCN40xZ5t-0H-B4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-10-07T14:14:41.021497+00:00,0,,u6aHvMiwmLw,"{""text"":""Guilherme: que Deus abençoe a minha área espiritual 🙏🙌""}",
UgzzBa7CU_cJWbjHycB4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-10-07T02:18:03.452389+00:00,0,,j6IA85ygpyQ,"{""text"":""Guilherme: Espírito Santo, toca em meu coração 🙏🙌""}",
UgxDO8i9c9mksHhS5h94AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-10-06T02:26:03.557999+00:00,0,,8cXg4t6Gr9Q,"{""text"":""Guilherme: Que Deus me perdoe pelos meus erros e pecados, e que o Senhor abençoe a minha área espiritual 🙏🙌""}",
UgyrK7x7UZe0tI6B31l4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-10-05T12:17:30.863552+00:00,0,,iF7KEiVfk1w,"{""text"":""Guilherme: a porta que Deus abre, ninguém fecha 🙏🙌""}",
Ugz1hjik2a4zMdu7wyd4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-10-03T01:27:16.792162+00:00,0,,RDzCMBPk5gg,"{""text"":""Guilherme: que a benção de Deus repouse sobre a minha cabeça 🙏🙌""}",
UgxeNJWZyhS3CurlRZJ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-10-02T01:05:05.793351+00:00,0,, -myRo0DHNLY,"{""text"":""Peço a Deus que me ajude a passar na escola que eu quero e que minha mãe comece a trabalhar 🙏🙌""}",
UgwGiP2Cs0CgVwNNjzF4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-09-26T01:12:12.055726+00:00,0,,pyQT8RDD9ws,"{""text"":""Que Deus abençoe a minha área espiritual 🙏🙌""}",
UgzMbKpXnpbLZBF7hD94AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-09-26T00:49:04.114542+00:00,0,,9mLtLfR1HPw,"{""text"":""Peço que Deus abençoe a mim, a minha mãe Maria Andrea, ao meu pai Maycon e ao meu irmão Gabriel 🙏🙌""}",
Ugyo83lUNt2bHX9SBO54AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-09-24T02:27:51.046408+00:00,0,,Ya82Y5Pg5SA,"{""text"":""Que Deus purifique minha área espiritual 🙏🙌""}",
UgwXAZlooqmkGe1lTVl4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-09-19T02:13:17.007341+00:00,0,,qwjl7GYqDF8,"{""text"":""Que Deus abençoe os meus estudos e esforços, pois quero entrar em uma escola 🙏🙌""}",
Ugz9hAGTXjk20PdMxUB4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-09-12T01:28:08.042305+00:00,0,,kUbczGb110s,"{""text"":""Guilherme: peço a Deus que abençoe a minha área sentimental, pois, sem ela, nenhuma das outras áreas são abençoadas 🙏🙌""}",
UgxwveSgZ2FZTHpCgXR4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-09-09T14:26:22.728317+00:00,0,,WH6bdfS9lEM,"{""text"":""Guilherme: peço ao Senhor que abençoe a minha vida e a da minha família! E peço que Deus guie o meu dia 🙏🙌""}",
Ugym55sSf_M7QbdYGOt4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-09-08T06:13:17.374162+00:00,0,,Y3mN03b-48k,"{""text"":""Guilherme: Espírito Santo, me visite nessa madrugada 🙏🙌""}",
UgyzwlC-ndDoyDT5cP94AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-09-06T02:12:33.156158+00:00,0,,T0Vm6Ekbm0I,"{""text"":""Guilherme: peço a Deus que me perdoe pelos meus pecados nesses últimos dias, e que me ilumine para eu não cometer mais nenhum pecado 🙏🙌""}",
UgxyjyzA47IK9cVTDSl4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-09-04T02:33:18.036635+00:00,0,,A2H_6SOimR0,"{""text"":""Guilherme: peço que o Senhor Jesus me perdoe por todos os meus pecados e traições!!! 🙏🙌""}",
UgzwX675SKvmsyS9QJt4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-09-02T11:52:25.590978+00:00,0,,_3Iqvq6pMv0,"{""text"":""Guilherme: Peço a Deus que me de forças para seguir com meus sonhos 🙏🙌""}",
UgwaZfrwauawHt2FxPZ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-09-01T02:35:11.778578+00:00,0,,d0tWzpZZPH0,"{""text"":""Guilherme: peço ao Senhor Jesus que abençoe o mês de setembro e proteja e abençoe a minha família 🙏🙌""}",
UgyHyHe1dO2CL17qCgV4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-31T02:26:39.632503+00:00,0,,6-LmjcKUDNs,"{""text"":""Guilherme: Que Deus abençoe a minha saúde, igualmente a minha família 🙏🙌""}",
UgwpAHrpXKtug5xhdCx4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-28T21:02:38.322974+00:00,0,,CfyxgMPN9Sg,"{""text"":""Guilherme: peço a Deus que abençoe a minha família e venha ser livramento na minha vida 🙏🙌""}",
Ugwzppqc_a6pARsnuEl4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-28T02:18:56.917398+00:00,0,,hFKGPxSbvPw,"{""text"":""Guilherme, Maria Andrea, Maycon e Gabriel 🙏🙌🛡️""}",
Ugz6y2Gd_sNH4CEv2Zp4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-28T01:55:15.782117+00:00,0,,rgv3rPS1T7U,"{""text"":""Guilherme: peço que Deus abençoe a minha semana, e abençoe a minha família 🙏 🙌""}",
UgxLpQWCTwsZjZTmhXh4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-27T14:30:36.816537+00:00,0,,FFYMdJfTfLs,"{""text"":""Guilherme: peço ao nosso Pai que abençoe, proteja e saúda a mim, e a minha família 🙏🙌""}",
UgwGXIA5DJ7k4ry_7Kx4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-27T02:20:34.156667+00:00,0,,Neqo7Ahf7nM,"{""text"":""Guilherme: Deus, peço que o Senhor abençoe a minha família e que nos proteja e dê saúde 🙏🙌""}",
UgyO10ScgvHkHZ0Iwp14AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-26T14:39:52.742676+00:00,0,,HlrxG6V6CUo,"{""text"":""Guilherme: Quero que Deus proteja, abençoe e dê saúde a mim, e a minha família 🙏🙌""}",
UgyjZhZGe3As6pqNNKJ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-26T02:20:35.838007+00:00,0,,8n4enZsglW0,"{""text"":""Guilherme: que Deus me abençoe e me ajude nessa minha nova jornada de tentar não pecar 🙏🙌""}",
UgzjXoJKUE82Tg0AM4R4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-26T01:50:59.417419+00:00,0,,2YToXWWqQ64,"{""text"":""Guilherme, Maria Andrea, Maycon e Gabriel 🙏🙌🛡️""}",
UgzD7QnYLkoauY_Youd4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-24T01:26:01.077576+00:00,0,,FFpxwME_78c,"{""text"":""Guilherme: peço que Deus me perdoe pelos meus pecados, e abençoe a mim e a minha família 🙏🙌""}",
UgxdrAaanI82TQ9abAV4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-22T02:18:40.45284+00:00,0,,wCOJgtLsyJU,"{""text"":""Guilherme: Peço ao Senhor que me perdoe por todo mal que eu fiz, e que Deus abençoe a mim, e a minha família 🙏🙌""}",
UgyPHGFfcj33OZRfEI94AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-22T01:56:48.457021+00:00,0,,YYcWDLVAafA,"{""text"":""Guilherme, Maria Andrea, Maycon e Gabriel 🙏🙌🛡️""}",
UgwrWkexz6I5QLWo40l4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-21T01:54:34.283913+00:00,0,,4nHPloWaKo0,"{""text"":""Guilherme: Preciso que Deus abençoe a minha área espiritual, já que ultimamente, estou cometendo muitos pecados 🙏🙌""}",
UgzWPWidL92O4ZDDSNh4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-20T13:49:56.073753+00:00,0,,oRehflFiRmE,"{""text"":""Guilherme: peço ao Senhor que me perdoe pelos meus pecados, a que abençoe todos dentro da minha casa, na saída e na chagada 🙏🙌🛡️""}",
UgyO89OKVxk_yWAbN7h4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-19T14:17:10.954554+00:00,0,,kiBPBozQrPM,"{""text"":""Guilherme: que Deus me perdoe pelos meus pecados, e que o Senhor me abençoe e abençoe a minha família 🙏 🙌🛡️""}",
UgwAR_WVQF42oySpzgB4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-19T02:31:41.932234+00:00,0,,9Nqz3MY4QUA,"{""text"":""Guilherme: Peço que Deus continue me abençoando, e que o Senhor abençoe a minha família 🙏🙌🛡️""}",
UgweKbFFsvqj_GBqnOV4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-17T23:57:46.845572+00:00,0,,pPuZjChdN2M,"{""text"":""Guilherme: que Deus me perdoe pelos meus pecados, e que o Senhor me abençoe, igualmente a minha família 🙏🙌🛡️""}",
UgyeyFqQOWPNCQROA_94AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2023-08-16T22:11:48.630197+00:00,0,,GiM-anejiNo,"{""text"":""Guilherme, Maria Andrea, Maycon e Gabriel 🙏🙌🛡️""}",
